100,Germany_5y,Germany_10y,Germany_30y,Belgium_5y,Belgium_10y,Belgium_30y,Austria_5y,Austria_10y,Austria_30y,Netherlands_5y,Netherlands_10y,Netherlands_30y,France_5y,France_10y,France_30y,Spain_5y,Spain_10y,Spain_30y,Italy_5y,Italy_10y,Italy_30y
1/15/2016,-16.4,53.9,131.2,-2.1,83.8,189.7,-8,77.7,160.4,-10.4,66.1,143.6,-10.4,66.1,143.6,65.4,175,291.2,56.1,156.4,264.9
1/18/2016,-16.6,53.6,131.2,-3.3,83.5,190,-8,77.4,160.7,-10.6,66,143.9,-10.6,66,143.9,64,174,291.5,56.6,156.4,266.9
1/19/2016,-16.7,54.8,132.2,-4.1,84,189.9,-8,78.3,161.8,-11.3,66.1,145.1,-11.3,66.1,145.1,60.5,170.1,288.2,55.3,155.7,265.2
1/20/2016,-19.8,48.1,122.5,-6,96.3,184.2,-11,73.2,153.1,-13.8,60.9,135.9,-13.8,60.9,135.9,65.7,178.2,296.7,62.2,164.9,275.9
1/21/2016,-24,44.9,121.4,-9.8,91.5,180.5,-16,69.6,153,-18.2,57,134.8,-18.2,57,134.8,60.2,171.9,291.5,54.4,156.1,269.5
1/22/2016,-22.8,48.3,126.4,-9.2,93.6,185,-16,71.7,157.5,-17.8,59.6,139.6,-17.8,59.6,139.6,59.8,172.7,292.9,53.5,157.2,271
1/25/2016,-23.5,47.1,123.2,-10.4,91.6,182.5,-16,70.1,154.3,-18.4,57.9,136.4,-18.4,57.9,136.4,58.8,170.7,290.2,52.2,155.7,269.3
1/26/2016,-24.8,44.5,119.5,-13.2,88.1,178.7,-18,67.6,152,-20.7,55.1,133.1,-20.7,55.1,133.1,53.1,163.8,282.6,48.7,150.6,264.6
1/27/2016,-23.7,44.3,118.4,-11.5,88.2,177.3,-17,68.3,152.6,-19.8,55.4,132.6,-19.8,55.4,132.6,52.5,161.3,279.4,48.6,149.7,263.6
1/28/2016,-26.1,40.3,113.4,-13.4,86.3,174.6,-19,65.6,149.6,-21.4,52.3,128.2,-21.4,52.3,128.2,52.4,161.9,280.2,49.2,151.2,264.7
1/29/2016,-31.3,32.4,105.4,-19.8,76.6,163.6,-25,56.5,141,-27.6,43.3,119.7,-27.6,43.3,119.7,43.7,150.9,272.4,41.7,141.3,258.7
2/1/2016,-28.8,35,108.2,-16.9,80.3,166.8,-22,59.6,142.8,-24.9,46.7,121.7,-24.9,46.7,121.7,45.9,156.1,278.2,43.8,146.7,265
2/2/2016,-31.1,30.6,105.1,-18.7,76.9,164.1,-24,56.2,140,-26.8,43.2,118.8,-26.8,43.2,118.8,46.8,158.1,282.4,44.8,148.5,267.3
2/3/2016,-26.3,27.4,100.2,-20.2,73.7,159,-26,53.5,134.9,-28.7,40.8,113.8,-28.7,40.8,113.8,45.1,154.7,280.3,41.7,143.6,262.5
2/4/2016,-24.5,30.2,102.5,-19,75.9,162,-24,56.7,136.9,-26.8,43.2,116,-26.8,43.2,116,50.9,164.2,289,46.9,153.2,270
2/5/2016,-24.9,29.5,100.4,-19.9,75.4,162.2,-24,56.6,135.3,-27.1,42.5,114.2,-27.1,42.5,114.2,51.2,164,288.1,49.3,155.3,271.1
2/8/2016,-28.8,21.7,90.1,-22.1,72.1,156,-27,51.3,126.6,-29.7,37.3,104.5,-29.7,37.3,104.5,60.4,174.8,297.1,59.3,167.6,279.5
2/9/2016,-29.4,23.3,91.5,-20.6,75.3,159.6,-27,53.8,128.9,-28.3,39.6,106.6,-28.3,39.6,106.6,62.4,174.9,298.7,61.6,168.2,282.3
2/10/2016,-29.1,24.1,94.1,-21.1,75.3,162,-26,53.2,130.8,-29.1,38.6,108.7,-29.1,38.6,108.7,59.7,171.8,297.4,57,163.6,281.5
2/11/2016,-32.7,18.6,85.5,-21.7,74.1,157,-27,51.6,123.9,-31.4,34.9,101.1,-31.4,34.9,101.1,68.7,177.6,305.9,65.9,171.2,290
2/12/2016,-28.7,26,93.2,-17.6,79.3,163.3,-22,58.2,132,-27.6,41.4,108.9,-27.6,41.4,108.9,65,173.5,296.9,60.1,164.7,281.9
2/15/2016,-31.3,23.7,92.6,-22,75.2,161.3,-25,55.8,132.6,-30.3,38.2,108,-30.3,38.2,108,62.5,169.6,288.4,55,159.8,273.8
2/16/2016,-29.8,26.5,97.3,-19.9,78.2,165.7,-23,59.8,139.6,-28.3,41.5,112.8,-28.3,41.5,112.8,65.7,174.6,293,57.7,162.2,275.9
2/17/2016,-29.6,26.8,97.7,-20.2,76.5,163.8,-23,58.6,139.9,-28.7,40.3,113,-28.7,40.3,113,63.7,173.3,290.2,55.3,160,272.9
2/18/2016,-31.8,21.7,91.9,-22.8,70,154.9,-26,52,132.3,-31.3,35,106.5,-31.3,35,106.5,59.5,169.8,284.4,51.6,155.2,268.1
2/19/2016,-32.6,20.1,91.1,-23,68.4,154.3,-26,50.4,131,-31.2,33.7,105.4,-31.2,33.7,105.4,61.2,170.2,282.6,53.1,156.2,266.9
2/22/2016,-33.8,17.5,86.8,-24.6,64.9,148.5,-28,46,126.5,-32.1,31,101.1,-32.1,31,101.1,57.8,165.1,279.4,50.2,151.8,263.2
2/23/2016,-32.9,18.3,86.3,-25.3,66,148,-28,46.5,125.7,-32.3,31.9,100.3,-32.3,31.9,100.3,56.6,163.2,279,50.7,152.9,263.9
2/24/2016,-33.4,15.3,81.7,-25.5,64.7,145.8,-28,44.6,121.6,-32,30.3,96.7,-32,30.3,96.7,55.7,162.1,276,50.7,153.2,263.7
2/25/2016,-35.9,13.7,81.6,-27.6,63.4,146.2,-30,42.7,121.4,-34.8,29,96.5,-34.8,29,96.5,56.1,160.4,273.1,49,151.1,261.1
2/26/2016,-36.9,14.6,84.9,-28.1,62.3,147.8,-31,42.3,133.2,-36.1,28.8,99.4,-36.1,28.8,99.4,54.4,157,268.7,46.8,147.2,256.2
2/29/2016,-40.8,10.6,83.9,-31.6,58.7,147.7,-34,38.3,131.7,-40.7,24.7,98.1,-40.7,24.7,98.1,48.5,152.7,263.6,39.6,142.1,251.2
3/1/2016,-39,14.5,90.5,-30.2,61.9,155,-33,43,138,-38.7,28.6,104.3,-38.7,28.6,104.3,40.7,148.5,264,35.1,138,251.1
3/2/2016,-36.1,20.6,99,-26.8,67.3,163.2,-29,49.3,146,-35.9,34.3,112.1,-35.9,34.3,112.1,44.3,156.8,274.4,37.5,145.8,261.4
3/3/2016,-39.8,16.9,94.7,-29.2,64.7,159.2,-32,46.3,141.6,-38.4,31.3,107.5,-38.4,31.3,107.5,43,153.3,271.4,35.5,142,257.7
3/4/2016,-34.5,23.7,100,-23.9,69.7,163.1,-27,52.1,147.5,-32.9,37.6,112.9,-32.9,37.6,112.9,45,155.7,276.1,38.9,146,263.8
3/7/2016,-36.4,22.4,101.4,-26.4,67.3,162.4,-28,50.4,148.7,-35.1,35.8,114.2,-35.1,35.8,114.2,46.4,158.6,284.4,37.8,145.8,266.7
3/8/2016,-38.1,18.1,96.2,-30.1,61.3,156,-31,44.3,143.4,-37.9,30.4,108.7,-37.9,30.4,108.7,44.1,156.4,281.8,34.6,141.8,263
3/9/2016,-34,24,100.9,-27.1,66.7,160.3,-28,49.2,147.7,-34.3,35.2,113.2,-34.3,35.2,113.2,45.1,156.1,279.6,36.7,140.8,260.3
3/10/2016,-23.9,30.5,106.7,-19,71.6,165.5,-20,54.3,152.9,-24.9,41.1,119,-24.9,41.1,119,46.3,158.4,280,38.2,145.8,264.1
3/11/2016,-27.9,27,101.8,-22.7,66.5,170,-25,48.4,146,-30.2,36.3,114,-30.2,36.3,114,39.2,148.3,270.6,32,132.6,251.6
3/14/2016,-26.5,27.9,101.6,-22.3,66.3,169.8,-25,48.6,144.6,-29,37.1,113.6,-29,37.1,113.6,38.1,146.4,268.9,29.6,130.4,250.4
3/15/2016,-24.5,31.5,106.1,-19.6,70.9,174.3,-23,52.6,148.6,-26.5,40.8,118.2,-26.5,40.8,118.2,41,151.2,272.4,34.4,136.5,254.4
3/16/2016,-24.6,31,105.1,-20,69.5,171.6,-23,51.3,147.3,-27.1,40.3,117.3,-27.1,40.3,117.3,41.1,150.2,271.8,33.1,133.2,252.6
3/17/2016,-28.7,22.9,94.4,-22.3,61.8,161.5,-27,43.6,136.4,-30.2,32.9,106.6,-30.2,32.9,106.6,36,142.6,264.4,28.2,126.8,246.4
3/18/2016,-29.6,21.1,90.7,-23.2,60.3,158.8,-28,41.7,132.2,-31,30.6,102.8,-31,30.6,102.8,35.3,142.7,261,27.4,125.9,241
3/21/2016,-29.6,23,94.3,-23.4,61.5,160.6,-27,42.8,135.5,-30.9,32.2,106.1,-30.9,32.2,106.1,35.8,143.4,262.3,27.3,125.1,239
3/22/2016,-30.2,21,90.8,-24.3,60,158,-28,41.2,131.6,-31.5,29.5,102.6,-31.5,29.5,102.6,35.9,143.3,261.2,28.9,125.2,238.4
3/23/2016,-31.2,19.3,89.8,-25.2,59,157.9,-29,40,130.4,-32.1,41.5,101.6,-32.1,41.5,101.6,37,152.6,264.4,31.1,129.4,243.6
3/24/2016,-30.8,17.9,86.6,-24.6,58,155.7,-28,38.5,127.7,-31.5,40.2,98.7,-31.5,40.2,98.7,37.5,152.1,265,32.5,130,243
3/25/2016,-30.8,17.9,86.6,-24.6,58,155.7,-28,38.5,127.7,-31.5,40.2,98.7,-31.5,40.2,98.7,37.5,152.1,265,32.5,130,243
3/28/2016,-30.8,17.9,86.6,-24.6,58,155.7,-28,38.5,127.7,-31.5,40.2,98.7,-31.5,40.2,98.7,37.5,152.1,265,32.5,130,243
3/29/2016,-34.8,13.7,81.1,-28.5,51.6,149,-32,34,122.6,-35.2,35.5,93.2,-35.2,35.5,93.2,31.9,143.8,256.2,28.5,123.6,237.3
3/30/2016,-33.2,15.6,83.7,-28.1,51.2,150,-30,35.2,125.3,-34.1,36.6,96.1,-34.1,36.6,96.1,32.9,142.4,254.1,27.8,121.3,234.2
3/31/2016,-32.9,15.2,82.8,-28.3,50.9,149.6,-30,34.9,124.2,-34,35.7,95.1,-34,35.7,95.1,33.4,143.4,256.1,27.6,122,235.9
4/1/2016,-33.4,13.3,78,-28.3,49.6,145.9,-30,33.1,119.8,-34.8,33.7,90.4,-34.8,33.7,90.4,33.4,143.6,256.6,26.8,121.8,235.4
4/4/2016,-33.6,13,76.7,-28.6,49.1,144.8,-30,32.8,118.7,-34.8,33.4,89.2,-34.8,33.4,89.2,35.6,145.8,258.2,27.6,123.6,237.2
4/5/2016,-35.8,9.8,72.4,-29.8,47.2,142.2,-32,30.2,115.2,-36.7,30.9,85.2,-36.7,30.9,85.2,37.9,148.9,261.4,30.1,126.9,240.8
4/6/2016,-36,11.8,76,-29.3,49.5,146.4,-32,32.3,118.7,-36.8,33,89,-36.8,33,89,39.5,151,263.3,30.9,128.3,243.1
4/7/2016,-38.7,8.9,71.6,-30.3,48,144.9,-34,29.8,114.7,-39,31.1,85.5,-39,31.1,85.5,45.8,160.1,269.4,39.6,138.8,251.4
4/8/2016,-39.2,9.5,74.9,-30.8,47.3,147.3,-35,30.2,117.8,-39.1,31.2,89.1,-39.1,31.2,89.1,40.2,151.7,260.6,34.3,130.9,244.4
4/11/2016,-39.6,11,79.6,-30.7,50.3,153.7,-35,32.5,123.1,-39.6,33.8,94.1,-39.6,33.8,94.1,38.3,151,260.7,35.4,133.6,246.5
4/12/2016,-36.9,16.4,87.2,-27.9,56.5,162.8,-33,37.7,132,-37.4,39.3,101.9,-37.4,39.3,101.9,39.1,153.9,265.5,36.6,137.7,250.1
4/13/2016,-38.2,12.7,81.4,-29,51,155.2,-33,32.9,126.7,-38.7,34.3,96.2,-38.7,34.3,96.2,35.8,146,255.8,33.4,129.6,242.6
4/14/2016,-35.6,16.6,84.9,-25.9,56,159.9,-31,37.2,130.4,-36.3,38.6,99.8,-36.3,38.6,99.8,38.2,150.2,260.7,35.6,135.3,247.2
4/15/2016,-38.3,12.7,80.3,-29.6,51.7,155.1,-33,33.2,125.7,-39,34.4,95.2,-39,34.4,95.2,37.9,149.4,261.6,33.9,133.3,245.7
4/18/2016,-36.3,16,84.1,-29.2,54.5,158.3,-33,36.3,129.4,-38.6,37.4,98.8,-38.6,37.4,98.8,36.9,149,262.6,34.3,134.7,247.1
4/19/2016,-36.3,16.8,86.5,-29.4,55.7,160.4,-33,37.1,131.6,-38.6,38.1,101,-38.6,38.1,101,39.9,153.6,269,37.1,140,256.3
4/20/2016,-36.6,15.3,84.1,-29.9,53.7,158.5,-34,35.3,129.3,-38,36.9,98.8,-38,36.9,98.8,38.6,152.9,269.2,37.1,139.3,255.9
4/21/2016,-31.2,23.8,93.4,-25.2,60.5,166.5,-29,42.4,138.3,-33.2,44.6,108,-33.2,44.6,108,42,159.2,273.4,40.5,146,261.4
4/22/2016,-33.3,23,95.9,-26.5,60.9,169.5,-31,41.5,140.6,-35.1,43.5,110.6,-35.1,43.5,110.6,41.4,159.3,274,40.4,147.3,262.2
4/25/2016,-31.1,26.3,99.6,-24.1,65.2,175.5,-30,44.5,144.2,-33.5,47.2,114.1,-33.5,47.2,114.1,43.1,163.4,276.5,42.7,153.1,266.8
4/26/2016,-28.8,29.9,102,-22.1,68.4,178.2,-28,48.1,146.8,-31.5,50.6,116.7,-31.5,50.6,116.7,62.9,163.1,284.2,43.1,153.4,265.4
4/27/2016,-30,28.6,104.6,-22.6,69.3,182.9,-29,47.6,150.4,-32.4,50.2,119.4,-32.4,50.2,119.4,60.8,162.5,283.4,41.7,151.7,264.4
4/28/2016,-31.1,25.6,100.4,-24,65,177.9,-30,45.2,147.2,-33.4,48,115.4,-33.4,48,115.4,59.5,160,281.9,40,148.1,261.7
4/29/2016,-28.9,27.1,100.8,-23.2,67.3,177.2,-28,48.3,148.7,-31.6,50.3,115.5,-31.6,50.3,115.5,57.5,159,281.6,38.7,148.7,261.9
5/2/2016,-28.8,26.6,97.7,-23.9,64.9,173.2,-28,47.8,145.7,-31.7,49.7,112.5,-31.7,49.7,112.5,55.7,157.4,279.1,36.6,147,259.9
5/3/2016,-33.3,20,90.4,-27.9,59.9,165.7,-31,42.2,138.4,-36,43.9,105.1,-36,43.9,105.1,54,155.6,277.5,35,145.4,258.5
5/4/2016,-33.2,20.3,91.4,-27.8,60.6,166.2,-31,42.4,139.3,-36.1,43.8,105.9,-36.1,43.8,105.9,55.8,160,281.3,37.4,150.1,264.9
5/5/2016,-36.5,16.1,86.4,-30.2,57.5,162.6,-34,39.3,134.2,-38.6,40.1,100.8,-38.6,40.1,100.8,55.5,158.2,280.7,36.9,149.3,266.2
5/6/2016,-37.6,14.3,83.7,-30.3,57,162.4,-34,37.9,131.6,-39.1,38.2,98.1,-39.1,38.2,98.1,56.2,159.1,282.6,36.2,149.2,267.2
5/9/2016,-38.8,12.5,81.9,-31,54.3,160.3,-35,35.6,130,-39.4,35.8,96.4,-39.4,35.8,96.4,54.9,158.1,282.4,33.9,146,266.1
5/10/2016,-38.1,12.3,83.5,-30.2,54.2,161.3,-35,34.4,131.5,-38.9,34.7,97.4,-38.9,34.7,97.4,56.3,163.6,289.9,35.8,150.7,273.7
5/11/2016,-38.6,12.5,83.4,-31.7,52.5,160.1,-36,33.6,131.8,-39.8,34.1,97.3,-39.8,34.1,97.3,54.3,159.8,286.4,33.8,147.2,269.8
5/12/2016,-37.7,15.4,86.7,-30.8,54.6,163.1,-35,35.7,135.7,-38.9,37.2,100.5,-38.9,37.2,100.5,57.4,162.1,284.7,36.9,150.4,268.7
5/13/2016,-38.2,12.3,82.8,-32.1,51.3,157.6,-35,32.5,132.3,-39.2,34.4,96.4,-39.2,34.4,96.4,56.6,159.7,283.5,35.8,147.2,267
5/16/2016,-37.4,14.2,84.9,-31.5,53,159.6,-35,34.2,134.4,-38.7,36.2,98.5,-38.7,36.2,98.5,54.7,159.8,283.5,36.1,147.5,266.9
5/17/2016,-37.9,13.2,83.5,-32.3,51.9,158.1,-35,32.7,133.2,-39.5,35.2,97.4,-39.5,35.2,97.4,50.5,156.3,278.5,34.5,145.1,263.2
5/18/2016,-36.2,16.7,88.6,-30.8,55.6,162.4,-34,36.4,138.1,-37.9,38.8,102,-37.9,38.8,102,54.6,159.7,282.1,36.9,149.3,265.7
5/19/2016,-35.4,16.9,87.9,-30.7,55,160.1,-33,36.5,137,-37.3,38.5,101.3,-37.3,38.5,101.3,54.7,158.9,281.1,37.6,149.2,265.6
5/20/2016,-35.4,16.4,87.8,-31.3,54.7,159.6,-33,35.9,136.8,-37.1,37.8,101.1,-37.1,37.8,101.1,52.3,156.2,278.6,36.5,147.1,264.3
5/23/2016,-35.1,17.6,89.9,-31.3,55.6,160.6,-33,36.8,138.6,-37,38.9,103.2,-37,38.9,103.2,52.4,157.1,279.1,36.7,147.8,264.1
5/24/2016,-35.2,17.6,90.1,-31.9,54.6,159.6,-33,35.7,137.3,-37.9,38.5,103.2,-37.9,38.5,103.2,50.7,153.2,276.6,33.9,142.1,260.4
5/25/2016,-36.6,15.1,86,-32.7,51.6,154.8,-35,32.8,132.4,-39.3,35.7,98.7,-39.3,35.7,98.7,46.4,146.8,270.5,28.8,135.1,254.3
5/26/2016,-37.8,14.5,85.3,-32.6,52,155,-36,32.6,131.4,-40.1,35.2,98,-40.1,35.2,98,47.8,150.1,272,29.2,137.3,254.6
5/27/2016,-38.3,13.7,84.8,-33,50.4,154.2,-37,31.4,130.7,-40.5,34.6,97.5,-40.5,34.6,97.5,47.1,148,271.2,28.6,135.3,253.1
5/30/2016,-36.7,16.6,88.8,-31.6,53.3,157.6,-35,34.4,134.5,-39.1,37.5,101.2,-39.1,37.5,101.2,48.1,148.5,272.5,29.9,136.2,253.8
5/31/2016,-37.8,13.8,84.8,-32.5,50.7,153.8,-36,31.6,128.4,-39.3,34.8,97.4,-39.3,34.8,97.4,47.1,147,270.3,29.4,135.4,252.6
6/1/2016,-38.2,13.5,84,-32.8,50.5,153.6,-36,31.5,127.8,-39.2,34.6,96.6,-39.2,34.6,96.6,48.6,149.2,271.9,30.7,138,254.2
6/2/2016,-38.5,11.3,81,-31.8,50,152.2,-36,29.9,124.4,-39.1,32.6,93.5,-39.1,32.6,93.5,48.3,148,270,30.4,137.3,253.5
6/3/2016,-41.3,6.7,73.8,-33.9,45.2,145.2,-39,25.6,117.2,-41.7,28.1,86.3,-41.7,28.1,86.3,48.6,146.5,266.7,29.2,133.1,249.2
6/6/2016,-40.9,8.5,75.2,-32.5,48.4,147.9,-38,28.6,118.8,-40.5,31.1,88.2,-40.5,31.1,88.2,51.4,151.6,270.3,45.7,146.6,253.2
6/7/2016,-42,4.9,69.9,-34.1,44.2,142.1,-39,24.7,113.6,-42.3,27.8,82.6,-42.3,27.8,82.6,47.8,145.7,265.2,42.1,142,250.2
6/8/2016,-41.6,5.4,67.9,-34.6,44.5,139.7,-39,24.5,111.8,-24.6,27.3,80,-24.6,27.3,80,44.8,142.5,260.4,39.9,139,245.9
6/9/2016,-42.6,3.2,62.6,-35.5,42.6,134,-40,22.3,106.8,-25.5,24.7,74.4,-25.5,24.7,74.4,44.4,141.8,256.9,40,138.2,242.2
6/10/2016,-42.9,2,58.7,-35,42.6,130.4,-39,21.6,102.9,-25.3,24.3,70.2,-25.3,24.3,70.2,47.2,142.5,256.4,41.6,138.1,241.4
6/13/2016,-43.3,2.3,61.5,-33.8,44.7,135.8,-38,22.6,105.7,-24.6,25.7,73,-24.6,25.7,73,53.1,149.9,265,48.5,145.3,250
6/14/2016,-46.9,-0.4,55.3,-23.1,46.5,134.7,-39,23.9,101,-25.2,25.5,67.9,-25.2,25.5,67.9,58,156,271.1,51.8,150.4,257.8
6/15/2016,-48.4,-1.1,54.1,-24.3,44,132.4,-39,22.1,100.2,-26.5,23.7,67,-26.5,23.7,67,56.6,155.8,273.2,49.8,149.6,259.7
6/16/2016,-50.1,-2.5,49.8,-23.5,43.7,129.2,-26,38.4,97.8,-24.4,24.4,63.8,-24.4,24.4,63.8,58.6,159.3,274.4,52.4,154,262
6/17/2016,-49.9,1.8,57.4,-24.9,45.7,134.3,-25,41.1,105.6,-24.4,27.5,71.1,-24.4,27.5,71.1,53.1,155.2,270.8,48.6,151,259.5
6/20/2016,-47.2,5,63.6,-27.7,44.8,135.6,-26,40.2,111.3,-28.4,28.3,76.7,-28.4,28.3,76.7,46.4,147.6,264.5,42,143,252.8
6/21/2016,-46.8,4.9,64.1,-27.2,44.2,134.7,-26,40.1,111.7,-29.9,28.4,76.9,-29.9,28.4,76.9,48.5,150.3,266.1,42.3,144.5,254.1
6/22/2016,-45.8,6.1,65,-26,45.1,135,-26,40.4,112.1,-27.3,28.4,77.4,-27.3,28.4,77.4,48.8,149.4,265.5,42.2,143.1,253.4
6/23/2016,-43.8,9.3,72.5,-24.4,48.7,140.9,-25,43.3,119,-25.5,31.1,84.4,-25.5,31.1,84.4,46.4,146.3,263.5,39.2,139.7,250.1
6/24/2016,-53.2,-4.9,49.1,-28.6,41.6,125.4,-32,34.6,99.6,-32.2,21.5,64.2,-32.2,21.5,64.2,57.7,162.6,269.9,49.4,155.2,256
6/27/2016,-55,-11.7,37.8,-31.6,32.8,110.3,-32,27.4,88.8,-35.2,15,52.8,-35.2,15,52.8,41.9,145.1,247.9,45.6,150.6,247.5
6/28/2016,-56.1,-11.3,42.5,-35.5,27.7,108.7,-34,26,91.9,-39.8,11.9,56.6,-39.8,11.9,56.6,31,131.1,235.3,38,139.7,239.6
6/29/2016,-55.8,-12.7,38,-37.9,25.2,106.1,-35,22.8,87.2,-40.4,10.4,51.9,-40.4,10.4,51.9,26.5,125.3,232,36.3,136.9,237.7
6/30/2016,-56.9,-13.1,37.9,-40.6,22.6,102.7,-37,19.7,85.7,-42.2,8.3,51.2,-42.2,8.3,51.2,17.9,116,223.8,29.1,125.6,227.4
7/1/2016,-56.3,-12.7,39.5,-43.1,18.9,102,-38,18.5,86.2,-42.7,6.1,52.3,-42.7,6.1,52.3,19.1,114.7,223.9,28.6,122.8,227.8
7/4/2016,-58,-14.2,39.8,-44.7,19.8,104.6,-41,17.2,86.1,-44.4,5.7,52.6,-44.4,5.7,52.6,19.4,114.8,223.7,29.1,124.5,227.8
7/5/2016,-61,-18.6,33.9,-47.6,16.5,100,-45,12.3,80,-47.5,2.2,46.7,-47.5,2.2,46.7,23,118.7,226.6,30.5,126,229
7/6/2016,-60.5,-17.7,34.6,-48.3,16,99,-45,12.2,80.2,-47.3,3.1,47.3,-47.3,3.1,47.3,23.1,117.1,222.3,30.8,124,224.5
7/7/2016,-60.8,-17.1,37.1,-48.9,17.1,100.6,-46,12.5,81.7,-46.8,3.4,49,-46.8,3.4,49,24.7,117.8,222.2,33,124.1,224.2
7/8/2016,-62.5,-18.9,34.9,-50.4,14.8,96.9,-48,8.9,78.6,-49.6,-0.1,45.9,-49.6,-0.1,45.9,23.4,114.5,219.6,29.9,119.2,220.7
7/11/2016,-61.6,-16.8,37.8,-50,16.7,99.8,-47,10.9,79.8,-49.2,2,48.1,-49.2,2,48.1,23.4,115.4,219.7,29.1,120.1,220.3
7/12/2016,-57.8,-9.1,48.5,-46.4,22.8,109.6,-43,18,88.8,-44.6,8.1,58.1,-44.6,8.1,58.1,24.7,117.2,220.9,29.9,122.3,222.6
7/13/2016,-59.6,-7.5,41,-48,17.5,102.5,-45,14,80.8,-45.8,3.5,50.7,-45.8,3.5,50.7,23.2,114.6,221.3,29.4,120.6,223.3
7/14/2016,-57.6,-4.1,47.2,-46.2,21.1,106.6,-43,18,85.4,-43.7,7.1,56.5,-43.7,7.1,56.5,25.5,116.7,223.5,30.8,121.6,222.8
7/15/2016,-55.2,0.5,52.9,-43.8,25.3,111.9,-40,22.7,90.6,-41.1,11.8,62.3,-41.1,11.8,62.3,28,122.4,231.1,33.1,125.3,228.6
7/18/2016,-56.4,-1.7,52,-43.9,24,110.3,-41,20.3,89.1,-42.5,9.3,61.1,-42.5,9.3,61.1,27.6,123.8,232.9,32.3,124.9,229.3
7/19/2016,-56.6,-3.1,50.7,-43.1,23,109.2,-41,19.1,87.2,-42.9,8.3,59.6,-42.9,8.3,59.6,24.7,118.4,228.8,31.2,123.3,226.8
7/20/2016,-50,-1.2,53.4,-41.9,24.6,111.1,-40,20.6,88.2,-41.1,10.2,61.5,-41.1,10.2,61.5,23.2,115.4,227.3,31.3,123.9,228.3
7/21/2016,-49.9,-1.8,51.5,-41.8,24.1,109.8,-40,19.6,85.3,-41,9.5,59.1,-41,9.5,59.1,20.6,112,223.2,32,124.2,229.4
7/22/2016,-48.9,-3.1,47.7,-40.7,23.5,106.9,-39,18.7,81.6,-40.4,8.9,55.4,-40.4,8.9,55.4,20.3,111.2,221.8,31.2,123.2,227.7
7/25/2016,-49.7,-4.3,45.6,-41.3,21.8,104.3,-40,17.6,79.2,-42,7.4,53.2,-42,7.4,53.2,19.7,111.1,221,30.9,123.4,226.7
7/26/2016,-48.9,-2.9,46.2,-41.4,21.4,103.9,-39,17.6,79,-41.4,8.9,53.9,-41.4,8.9,53.9,19.3,110.8,217.4,31.4,124.6,225.2
7/27/2016,-51.5,-8.1,39.6,-45.1,15.6,97.3,-43,10.3,72.1,-44.9,3.1,47.4,-44.9,3.1,47.4,20,110,215.9,30.1,121,222.5
7/28/2016,-51,-9.1,36.8,-45.3,14.8,95.5,-43,8.5,69.4,-44.8,2,45.1,-44.8,2,45.1,20.4,108.5,214.3,30.4,119.6,219.4
7/29/2016,-52.9,-12.1,33.7,-47.5,11.9,91.6,-46,4,66.1,-47.1,-2,41.9,-47.1,-2,41.9,17,101.5,207.4,28.7,116.6,216.8
8/1/2016,-51.4,-10,35.5,-47.4,14.3,93.8,-45,5.6,68.2,-46.3,-0.7,43.6,-46.3,-0.7,43.6,15.6,102.3,205.2,28.2,117.9,214.7
8/2/2016,-48.1,-3.8,43.7,-44.7,20.1,101.1,-42,12.1,75.5,-42.1,5.6,51.2,-42.1,5.6,51.2,17.9,107.4,208.8,30,121.4,216.6
8/3/2016,-48.5,-3.9,43.8,-43.6,20.4,101.8,-42,12.5,75.4,-42.2,6,51.1,-42.2,6,51.1,19.2,108.5,212.2,30.3,121.6,217.9
8/4/2016,-52.7,-9.7,38.7,-47,15.1,98.1,-46,6.8,70.3,-46.1,0.7,45.5,-46.1,0.7,45.5,14.5,102,206.3,25.8,114.4,211
8/5/2016,-51.9,-6.8,42.9,-46.2,16.7,102.4,-46,9.6,74.5,-44.9,2.6,49.7,-44.9,2.6,49.7,13.1,101.2,205.6,24.9,113.5,209.9
8/8/2016,-52.7,-6.7,44.1,-48.3,15.3,102.8,-46,8.9,75.4,-45.5,2.1,50.8,-45.5,2.1,50.8,12.2,98.7,201.1,24,112,206.1
8/9/2016,-53,-7.8,42.5,-49.4,14,100.9,-47,6.9,74,-45.7,1.2,49.7,-45.7,1.2,49.7,13.5,100,203.2,24,111.8,207
8/10/2016,-55.6,-11,38.3,-52.1,10.4,96.6,-49,3.9,69.8,-48.4,-1.7,45.5,-48.4,-1.7,45.5,10.4,94.4,197.9,22,107.5,203.3
8/11/2016,-54.3,-9.4,41.1,-49.7,12,98.6,-48,5.9,72.5,-47.1,0.1,48.5,-47.1,0.1,48.5,10.7,92.1,195.6,21.2,105.8,202.1
8/12/2016,-54.8,-11,40.4,-50,11.3,98.5,-48,5.3,72,-47.6,-0.7,48.4,-47.6,-0.7,48.4,11.1,92.5,196,19.9,104,202.1
8/15/2016,-52.1,-7.6,43,-47.4,14.1,100.3,-46,8.4,74.7,-44.7,2.5,51.1,-44.7,2.5,51.1,10.1,93.4,197.8,20.6,105.7,204.6
8/16/2016,-50.1,-3.1,47.9,-44.9,18.2,104.6,-43,13.3,79.3,-42.5,6.9,55.9,-42.5,6.9,55.9,12.5,97.9,202.7,23.6,111.5,212.3
