100,Germany_5y,Germany_10y,Germany_30y,Belgium_5y,Belgium_10y,Belgium_30y,Austria_5y,Austria_10y,Austria_30y,Netherlands_5y,Netherlands_10y,Netherlands_30y,France_5y,France_10y,France_30y,Spain_5y,Spain_10y,Spain_30y,Italy_5y,Italy_10y,Italy_30y
3/8/2022,-21.5,10.9,31.6,-14.6,52.8,122.4,-2,49.2,94.9,-10.9,35.9,49.3,-10.9,35.9,49.3,32.1,105.1,172.4,64.3,159.4,232.1
3/9/2022,-11.6,21.3,42.4,-4.1,62.9,131.5,4,59.2,104.6,-2.5,46.1,59.4,-2.5,46.1,59.4,40.2,114.1,179.4,71,167.7,238.8
3/10/2022,-0.9,27,44.7,23.3,80.7,142.2,19,67.1,107.2,8.7,53.4,63.2,8.7,53.4,63.2,55.2,126.5,189.9,93.4,190,251.7
3/11/2022,-1.5,24.6,40.7,22,78.6,137.3,20,65.5,102.2,8.4,51,60.3,8.4,51,60.3,54.3,123.6,183.2,90.7,184.8,242.2
3/14/2022,8,36.5,54.6,31.6,89.7,149.6,27,76.8,114.9,16.5,62.4,74.5,16.5,62.4,74.5,62.2,134.5,194.2,100.1,196.1,253.5
3/15/2022,1.3,33,52.7,25.7,86.9,149.2,18,72.5,112.5,10.9,59,73.3,10.9,59,73.3,56.9,131.3,191.5,92,189.6,249.5
3/16/2022,9,38.9,57.2,31.6,90.3,150.2,24,77.7,115.9,18.7,63.6,76.8,18.7,63.6,76.8,61,133.4,193,92,189.3,248.2
3/17/2022,9.9,38.2,55.4,30.4,88.8,146.8,23,76.3,109.2,19.1,62.6,73,19.1,62.6,73,59.7,132.6,191.4,93,190.1,248.1
3/18/2022,8.4,37,55.5,29.4,87.2,145.9,21,74.6,108.1,18.3,61.2,72.5,18.3,61.2,72.5,58,131.6,190.3,91.6,189,247.5
3/21/2022,17.2,46.7,65.4,38,95.6,155.6,30,84.2,118.1,26.7,70.2,82.1,26.7,70.2,82.1,67.1,140.8,198.9,99.7,200.7,258.9
3/22/2022,21.9,50.2,66.8,42.1,98.1,157.2,34,87.4,120.1,30.5,74.4,83.9,30.5,74.4,83.9,68,141.8,197.3,101.5,202.1,254.7
3/23/2022,18.8,46.4,61.6,39.9,95.6,155.5,32,80.7,115.2,27.7,70.7,79.2,27.7,70.7,79.2,65.7,136.8,193.4,98.8,198.2,250.9
3/24/2022,26.5,52.9,66.1,46.6,100,157.7,37,86.9,117.4,35.2,76.5,82.2,35.2,76.5,82.2,71.4,141.1,196.2,106.4,205.1,256.2
3/25/2022,34.9,58.4,69.5,53.6,103.9,159.3,45,91.5,119.4,43.3,82.6,84.3,43.3,82.6,84.3,74.4,144.2,197.4,108.9,208,258.1
3/28/2022,35.9,57.6,67.7,54.4,103.1,156.5,44,89.2,116.7,43.5,81.3,82.9,43.5,81.3,82.9,77.8,144.9,197.2,114.6,210.4,259.4
3/29/2022,42.8,63,72,62,108.9,158.7,53,95.4,120.5,50.1,87.3,87.6,50.1,87.3,87.6,86,149.4,199.6,120.3,211.3,256.5
3/30/2022,47.9,64.3,72.9,67,111.7,159.7,58,99.2,120.8,55.6,89.4,88.4,55.6,89.4,88.4,91.8,154,203.5,127.1,212.7,254
3/31/2022,37.1,54.5,66.2,57.3,102.1,154.4,52,99,116.3,45.4,79.6,82.1,45.4,79.6,82.1,84.2,143.4,194.8,117.7,203.7,248.6
4/1/2022,37.4,55.3,66.8,59.5,104.9,156.4,54,101.7,118.3,46.2,81.4,82.6,46.2,81.4,82.6,88.4,147,199.3,143.2,209.1,256
4/4/2022,34,50.3,63,57.6,101.8,154,54,99.1,114.7,43.4,77.8,79.2,43.4,77.8,79.2,85,144.9,196.8,140.9,206.8,254.2
4/5/2022,43.8,61.2,72.2,71.3,116.3,166.6,67,112.3,128.7,54,89.8,90.8,54,89.8,90.8,98,159.7,207.7,157.5,226,272
4/6/2022,43.7,64.5,78.6,71.1,119.1,171.3,67,115,134.3,54.2,92.9,96.7,54.2,92.9,96.7,100.7,163.5,212.3,159,229.9,278.3
4/7/2022,47.4,67.9,80.7,73.6,123.5,173.1,69,118.8,137.1,57.4,96.4,98.8,57.4,96.4,98.8,103.8,166.2,211.8,161.9,233.3,279.7
4/8/2022,52.5,70.4,80.3,77.8,125,170.4,75,123,137.6,62.8,100.9,99.1,62.8,100.9,99.1,110.7,170.1,212.2,168.9,239.6,284.5
4/11/2022,62.3,81.4,92.4,84.3,131.9,176.5,80,130.5,144.3,71.7,108.7,107.6,71.7,108.7,107.6,114.1,175.1,217.6,175.2,246.3,290.2
4/12/2022,56.8,78.8,92.2,80.3,131.2,179.4,74,127.3,145.3,66.5,106.4,107.4,66.5,106.4,107.4,108.6,170.9,216,166.8,240.6,285.7
4/13/2022,54.6,76.4,89.6,77.8,127.9,175.8,71,125.3,142.9,64,103.8,105.1,64,103.8,105.1,108.8,170,215.3,164.1,237.2,283.4
4/14/2022,57,83.9,101.1,80.2,135,186.5,73,133,153.9,66.1,111.5,116.2,66.1,111.5,116.2,112.7,177.7,225.1,169,248.1,297.8
4/15/2022,57,83.9,101.1,80.2,135,186.5,73,133,153.9,66.1,111.5,116.2,66.1,111.5,116.2,112.7,177.7,225.1,169,248.1,297.8
4/18/2022,57,83.9,101.1,80.2,135,186.5,73,133,153.9,66.1,111.5,116.2,66.1,111.5,116.2,112.7,177.7,225.1,169,248.1,297.8
4/19/2022,60.8,90.8,107.4,83.1,141,195.3,77,137.2,159.1,68.8,116.2,122,68.8,116.2,122,117.4,184.2,232.8,171.6,254.3,306.7
4/20/2022,57.9,85.4,99.1,81,137,188.1,74,131.5,149.7,65.6,110.6,113.8,65.6,110.6,113.8,113.9,179.9,228.4,168.6,250.7,300.9
4/21/2022,70,94.5,106.4,92.2,144.6,195.5,85,139.5,154.9,77.5,119.5,120.1,77.5,119.5,120.1,124.8,189.6,238.1,180.3,260.4,309.3
4/22/2022,75,96.9,106.4,97.1,147.2,195.2,90,142.2,155.1,82.4,122.5,120.2,82.4,122.5,120.2,131,193.4,238,188.8,266.9,312.9
4/25/2022,58.7,83.5,98.1,81.7,136.1,188.9,74,129.1,148.5,67.8,109.8,113.1,67.8,109.8,113.1,118.6,182.1,231.4,178.1,257.5,308.4
4/26/2022,57.3,81.2,95,80.5,136,188.5,72,128,147.3,67.5,109,111.5,67.5,109,111.5,115.7,179.7,229.3,176.2,255.4,306.2
4/27/2022,52.6,79.9,96.8,78.2,135.4,190,68,127.6,151.2,62.7,108.2,113.9,62.7,108.2,113.9,110.9,179.1,230.2,175.8,257.1,308.1
4/28/2022,63.4,89.8,104.9,89.5,145.2,197.4,81,138.4,158.4,73.2,118.1,121.5,73.2,118.1,121.5,122.2,189.9,240.4,189.1,271.1,318.8
4/29/2022,67.4,93.7,108.5,92.3,151,202.4,85,142,162.6,77.2,122.1,125.4,77.2,122.1,125.4,130.9,197.2,248.8,195.7,277.3,322
5/2/2022,67.8,96.5,113.4,94.4,154.8,207.3,86,145.9,167.7,77.5,125.3,130.6,77.5,125.3,130.6,134.4,201.2,251.8,202.4,285.9,329.4
5/3/2022,70.4,96.3,108.2,96.4,154.2,204.1,90,147.3,163.3,80.3,125,125.9,80.3,125,125.9,135.1,202.2,252.3,206.3,288,327.3
5/4/2022,71.3,96.9,107.7,98.1,156,202.8,95,148,163.5,81,125.8,125.2,81,125.8,125.2,139.5,206.5,253.8,217.1,295.5,327.7
5/5/2022,76.4,104.2,116.5,103,163.2,210.6,97,154.7,170.8,86.5,132.4,133.2,86.5,132.4,133.2,143.8,214.5,262.5,223.4,303.7,335.4
5/6/2022,84.8,112.9,123.5,111.1,171.5,215.5,105,163.5,176.3,94.5,140.7,139.3,94.5,140.7,139.3,152.7,223.3,264.9,233.9,313.4,341.5
5/9/2022,76.5,109.3,123,105.2,169,215.2,103,161.5,174.7,86.5,137.7,137.7,86.5,137.7,137.7,144.6,221.2,267.3,231.1,314.8,346.8
5/10/2022,68.7,99.8,113.6,96.9,159.3,206,88,151.1,165.8,78.6,128,128.6,78.6,128,128.6,133.9,210,255.5,216.2,299.8,332
5/11/2022,65.6,98.3,113.4,92.9,155.6,204.3,86,148.3,163.6,74.6,126,128.2,74.6,126,128.2,126.5,202.5,248.1,203.1,289.4,324.1
5/12/2022,51.1,83.7,101.6,78.6,141.8,194.6,72,135.3,154.4,60,112.3,118,60,112.3,118,111,187.6,235.8,185.1,271,310.7
5/13/2022,59.5,94.4,111.9,87.4,152.1,204,79,145.8,165.2,68.7,123.3,127.6,68.7,123.3,127.6,121.6,199.9,249.4,196.7,284.9,324.9
5/16/2022,60.3,93.5,109.9,87.4,151.8,202.8,81,144.9,162.5,69.8,121.6,125.8,69.8,121.6,125.8,122.7,199.5,249,197.1,284,324.3
5/17/2022,73,104.3,117.2,99.2,161.8,210.2,94,155.4,170,82.6,132.1,133.2,82.6,132.1,133.2,135.2,211.3,259,210.2,295.8,331.8
5/18/2022,73.3,102.7,114.4,99,159.8,207.3,94,153.8,167.3,83.6,130.6,132.4,83.6,130.6,132.4,137.7,210,255.9,213.1,295.9,331.1
5/19/2022,68.8,94.7,106.5,90.2,152.4,200.6,89,146.7,160.7,80.3,123.3,125.5,80.3,123.3,125.5,134.3,203.5,250.6,209.6,289.9,327.7
5/20/2022,65.1,94.1,111.1,92,153.9,207.7,86,148,167.9,77,123.2,131.9,77,123.2,131.9,136.4,207.7,260.1,217.6,299.6,341.6
5/23/2022,73.5,101.4,119.3,100.1,161.3,215.2,95,156.9,179.2,85.7,130.7,142,85.7,130.7,142,146,213.1,268.8,221.1,303,345.9
5/24/2022,68.3,96.5,116.3,95.9,157.3,214.5,91,152.6,179.5,80.9,126.6,139.4,80.9,126.6,139.4,139.9,208.2,267.5,215.5,297.4,345.9
5/25/2022,65.3,94.9,119.3,92.7,155.7,215.5,87,150.1,181.1,78.2,125.1,141.7,78.2,125.1,141.7,136.6,205.6,264.9,211,295,343.4
5/26/2022,67.9,99.6,127.6,94.8,159.3,223.1,90,154.2,187.8,80.6,128.5,149.2,80.6,128.5,149.2,135.4,205.3,268.4,202.5,289.2,340.3
5/27/2022,65.6,96,124.1,92.1,155.5,219.2,87,150.6,183.6,78.5,124.9,145.8,78.5,124.9,145.8,134.4,203.6,264.2,203.9,289.6,336.3
5/30/2022,76.8,105.3,131,102.2,164,225.6,98,159.8,189.8,89.5,134.1,152.7,89.5,134.1,152.7,143.9,212.7,272.7,214.7,299.4,342.3
5/31/2022,83.2,112,137.5,109.1,170.9,231.4,104,166.6,194.6,96.5,140.8,159.6,96.5,140.8,159.6,153,222.1,281,226.2,311.5,349.6
6/1/2022,89.3,118.4,145.7,115.6,178,240.1,110,173.4,202.1,102.6,147.7,169.3,102.6,147.7,169.3,160.8,229.9,290.1,235.5,320,358.7
6/2/2022,96.9,123.4,147.7,122.5,183.7,243.3,119,178.6,204.1,110.3,153.6,171.9,110.3,153.6,171.9,170.8,237.2,296.6,246.1,329.6,365.7
6/3/2022,101.1,127,151.6,126.9,187.9,247.8,121,181.9,207.1,114.1,157.4,175.9,114.1,157.4,175.9,176.8,243.3,300.6,254.6,339.7,374.2
6/6/2022,104.7,131.9,157,130.7,192.7,253.7,127,185.4,212.4,117.9,162,181.4,117.9,162,181.4,179,247.5,304.4,256.7,340.9,378.1
6/7/2022,102.5,129,152.1,128.5,189,248,123,181.4,208,116,158.9,176.7,116,158.9,176.7,175.4,240,299.3,249.1,328.7,368.1
6/8/2022,107.4,135.1,158.8,134.1,195.9,251.5,129,186.7,213.9,120.2,164.5,182.9,120.2,164.5,182.9,181.5,247.8,304.9,255,337,376.4
6/9/2022,119.1,142.6,162,146.5,204.9,252.8,141,195.2,216.9,131.8,173.5,185.7,131.8,173.5,185.7,199,261.6,312.5,282.2,359.6,393.4
6/10/2022,132.6,151.4,165.4,161.8,216.8,259.9,155,206.2,221.9,147,184.1,188.6,147,184.1,188.6,217.6,277.3,318.1,305,375.8,402.2
6/13/2022,148.8,162.9,171.1,181.3,232.8,269.8,176,224.5,234.1,168.4,199,196.9,168.4,199,196.9,244.8,298.9,331.5,338.6,402.1,421.6
6/14/2022,156.9,175.1,185.1,190.6,247.1,287.2,184,236.3,245.6,174.8,211.6,212.2,174.8,211.6,212.2,254.8,311,347.5,351.5,417.1,436.9
6/15/2022,143.3,163.9,179.8,173,230.6,276,169,221.6,235.9,158.9,198.2,205.1,158.9,198.2,205.1,227.2,288,332.7,307,380.7,406.5
6/16/2022,153.9,171,184.1,181.2,234.8,277.7,181,227.3,237.7,169.4,204.6,208.4,169.4,204.6,208.4,229.5,288.2,327.6,303.3,374.1,398
6/17/2022,145.2,165.7,184.1,172.6,229.4,279.3,172,220.7,238.7,159.7,197.2,206.8,159.7,197.2,206.8,212.5,274,321.1,285.5,358.2,386
6/20/2022,154.6,174.5,193.3,183.2,239.8,290.2,181,229.9,250.3,170.9,207.2,216.4,170.9,207.2,216.4,222.3,283.8,332.5,292.9,369.7,396.1
6/21/2022,154.7,176.7,196.7,184.1,240.8,293.7,181,232.2,256,170.7,208.9,220.6,170.7,208.9,220.6,221.9,284.4,333.9,291.5,368.8,397
6/22/2022,141.5,163.3,182.8,169.4,225.6,278.5,166,217.8,243.4,157.5,194.5,207.7,157.5,194.5,207.7,206.8,270.4,320,276.8,353.6,386.8
6/23/2022,115.5,142.5,167.9,145.8,205.5,264.2,141,196.7,229,131.4,174.2,193.8,131.4,174.2,193.8,185.1,251.1,307.4,257.4,337.7,377.3
6/24/2022,115.7,143.7,168.2,143.7,205.3,264,141,197.1,228.6,129.7,174.2,193.6,129.7,174.2,193.6,188.1,254.4,309.1,262.6,343.7,382.3
6/27/2022,128.5,154.4,174.3,155.4,216,271,155,208.3,234.7,142.3,185.6,199.2,142.3,185.6,199.2,197.5,264.9,316.4,270.4,351,386.2
6/28/2022,141.3,162.4,182,163.7,225.7,280.3,162,217.1,242.9,149.4,194.5,207.7,149.4,194.5,207.7,204.3,271.9,323,273,355.1,389.4
6/29/2022,127.6,151.7,173.3,151.3,215.4,272.5,148,206.3,235,136.7,186.1,199.4,136.7,186.1,199.4,190.1,258.5,312.6,255,339.2,375.7
6/30/2022,105.6,133.3,161,133.6,200.6,263.2,127,189.9,222.1,116.5,169.9,187.2,116.5,169.9,187.2,172.5,241.8,301.1,240.8,325.7,365
7/1/2022,92.1,122.9,155.8,119.6,188.7,257,113,178.9,215,103.2,158.4,180.8,103.2,158.4,180.8,155.2,226.9,293.6,220.3,307.9,355.3
7/4/2022,103.8,133,163,132.2,201.2,268.3,125,189.3,222.2,115.6,169.1,188.4,115.6,169.1,188.4,169.1,240.2,305.3,234.2,323.5,365.9
7/5/2022,85.8,117.5,149.2,117,187.7,257,109,177.7,213.4,98.7,156.6,176.7,98.7,156.6,176.7,155.1,228.1,295.6,222.1,314.5,357.4
7/6/2022,81.5,120.3,151.8,113.2,185.6,259.2,104,175.9,218.5,94.5,154.7,180.3,94.5,154.7,180.3,152,227.3,299.8,219.3,314.7,361.4
7/7/2022,97.2,131.4,154.7,127.2,195.5,262.8,118,187,221.9,110.8,165.1,184.2,110.8,165.1,184.2,167.8,240.3,306,238.8,330,374
7/8/2022,96,134.1,160.4,127.2,197.7,268.3,115,189.4,227.6,108.9,167.7,190.1,108.9,167.7,190.1,165,241,309.9,235.6,328,375.1
7/11/2022,85.9,124.2,153.1,116.1,187.7,262.8,109,179.3,220.4,98.7,156.2,182.6,98.7,156.2,182.6,156.4,233.1,304.4,229.1,320.6,371.3
7/12/2022,76.7,112.9,140.2,105.3,175,245.7,97,167.4,206.7,88.4,144.2,169.5,88.4,144.2,169.5,145.5,222,291.1,220.2,310.8,356.1
7/13/2022,82.9,114.1,137.4,110.4,176.2,242.8,103,168.7,204.7,93.8,145.2,167.9,93.8,145.2,167.9,151.7,224.3,288.4,228,313.6,352
7/14/2022,86.6,117.4,137.6,116.1,180,244.2,108,172.6,205.9,98.9,149,168.5,98.9,149,168.5,159.3,233,287.8,242.3,324.3,355.2
7/15/2022,82.4,112.9,135.5,112.1,176.4,244.6,104,168.6,203.8,95.8,144.7,166.9,95.8,144.7,166.9,155.1,228.2,285.3,247.2,326.6,355.8
7/18/2022,90.1,121.1,143.3,120.4,183.8,251.5,112,176.6,211.3,103.8,152.3,174.7,103.8,152.3,174.7,161.7,243.8,290.6,243.7,327.9,355.9
7/19/2022,100.9,127.3,146.4,127.5,187.1,251.9,122,180.5,213.2,112.8,156.4,176.4,112.8,156.4,176.4,169.6,247.4,290.2,254.3,332,354.3
7/20/2022,100.7,125.3,144.9,126.8,186.1,252.6,118,177.9,211.5,110.9,156.3,175.3,110.9,156.3,175.3,168.5,247.6,290.1,264.1,338.3,359.3
7/21/2022,101.7,121.8,139.4,127.5,184.6,249.1,122,176,206.8,113.2,154.1,169.9,113.2,154.1,169.9,173.8,248.1,289.1,284.1,353.3,373.7
7/22/2022,77.1,102.7,128,102.2,165.1,236.4,95,156.2,194.3,87.8,134.8,158.3,87.8,134.8,158.3,143.8,224.7,275.3,256,330.5,356.4
7/25/2022,75.2,101.5,127.3,99.8,164.2,236,95,155.3,193.9,86.3,133.7,157.8,86.3,133.7,157.8,141.1,221.8,276.2,254,328.2,358.5
7/26/2022,65.7,92.2,119.3,90,155.1,229.2,86,146.1,185.1,77,124.1,150,77,124.1,150,129.7,210.4,268.3,249.5,324,356.7
7/27/2022,70.1,94.3,119.2,94.4,156.7,229.8,91,147.9,185.6,81.6,126.4,150.9,81.6,126.4,150.9,131.9,213.3,271.1,259.4,331.8,361.7
7/28/2022,51.9,82.3,110.5,77.8,143.2,219.1,69,136,177,62.6,116,141.9,62.6,116,141.9,111.4,198.2,259.1,240.2,316.6,353.1
7/29/2022,52.4,81.4,106.9,76.8,141.1,211.4,72,133.5,171.4,61.6,111,136.8,61.6,111,136.8,105.2,191.1,245.4,221.9,301.1,338
8/1/2022,48.6,77.6,102.8,74.8,137.9,208.6,69,129.8,168.1,58,106.2,132.4,58,106.2,132.4,101.1,185.4,241,207.4,288,328.4
8/2/2022,53.6,81.6,102.6,81,143.4,209.3,75,136.5,169.2,65,111.1,133.4,65,111.1,133.4,112.3,196,247.3,216.6,305.8,329.3
8/3/2022,61,87.1,106.9,86.2,146.9,211.1,82,141.8,175.6,72.4,117.5,137.3,72.4,117.5,137.3,116.7,198.1,248.5,213.3,301,322.4
8/4/2022,53.6,80,103.4,78.5,138.4,205.1,73,133.8,170.5,63.2,109.7,132.7,63.2,109.7,132.7,108.6,189.5,242.1,205,292.8,316.1
8/5/2022,70.6,95.2,116.4,93.2,152.3,216.1,89,148.5,181.5,78.1,124.3,143.8,78.1,124.3,143.8,122.4,202.8,254.2,212.1,301.7,323
8/8/2022,66.4,89.5,111.5,91.3,147.3,211.9,84,143.8,176.3,74.9,118.7,139.1,74.9,118.7,139.1,121.1,199.3,251.4,213.8,303.2,324.9
8/9/2022,68.2,91.7,115,93.2,150.3,215.4,86,144.2,180.2,78,121.7,145,78,121.7,145,125,201.9,255.1,216.2,304.3,331.3
8/10/2022,64.8,88.6,112.3,90.4,148.9,214.9,82,142.1,177.8,74.3,119.1,142.3,74.3,119.1,142.3,121.2,198.9,253.6,210.5,298.6,327.7
8/11/2022,70.6,96.9,122.4,97.3,156.9,224.2,88,151,188.1,79.2,126.7,152.2,79.2,126.7,152.2,125.2,205.7,262.4,211.5,302,333.9
8/12/2022,75,98.5,123.1,99.8,157.8,224.8,91,151.7,189.2,83.7,128.4,153.2,83.7,128.4,153.2,129.7,209.3,265.9,217.2,304.9,337.1
8/15/2022,67.5,89.7,115.2,92.7,149.5,218.2,83,143.2,181.7,75.5,118.3,145.6,75.5,118.3,145.6,123.3,200,257.7,211,296.9,331.5
8/16/2022,73.8,96.9,122.7,99.7,157.1,226.2,89,150.7,188.9,82.3,125.4,152.9,82.3,125.4,152.9,130.6,209.1,267,225.3,312.9,347
8/17/2022,89.1,108,128.8,114.8,169.7,232.4,105,162.7,194.3,99.9,137.6,159.5,99.9,137.6,159.5,146.9,222.3,276.2,247.1,331,360.7
8/18/2022,91.6,109.9,129.1,118,171.6,232.2,109,165.7,194.8,102.3,139.9,160.5,102.3,139.9,160.5,151.1,224.7,277.4,248.5,331.9,357
8/19/2022,103.5,122.7,140,129.8,184.6,243.5,121,179.4,205.6,113.1,152.1,172,113.1,152.1,172,163.3,238.3,288.7,261.4,349.2,370.4
8/22/2022,111.7,130.3,144.7,138.3,192.1,251.1,131,187.9,210.3,123,161,177,123,161,177,173.2,248.3,297.2,276,362.2,379.4
8/23/2022,109.7,131.6,148.2,139.6,193.9,254.1,128,190.8,215.5,122,163,181.1,122,163,181.1,173.1,250.3,298.9,273,364,380.2
8/24/2022,115.1,136.7,150,145.8,200.1,257.6,136,197,219.9,129.8,169,184,129.8,169,184,179.3,256.3,303.8,278.5,367.6,384.1
8/25/2022,108.1,131.3,149.6,139.1,194.8,257.2,130,192.2,219.6,123.6,163.7,183.7,123.6,163.7,183.7,170.2,248.4,298.7,262,354.7,374.2
8/26/2022,117.2,138.6,151.1,148.8,203.5,261.9,142,201.2,224.2,134.3,172.1,186,134.3,172.1,186,180.9,258.9,306.5,279.3,369.1,384.5
8/29/2022,130,150,159.7,161.5,214.9,268.6,156,212.7,235.2,146.7,184.2,195.2,146.7,184.2,195.2,192,268.8,310.9,291.9,379.8,390.3
8/30/2022,133.3,150.8,159.8,163.2,215.2,268,158,213.1,235.3,149.4,184.4,195,149.4,184.4,195,193.2,269.7,310.7,295.2,382,393.4
8/31/2022,138.3,153.7,162.3,167.3,217.4,268.3,163,216,236.4,154.1,187,197.2,154.1,187,197.2,197.9,273.1,313.9,322.4,388.4,399.3
9/1/2022,136.2,155.8,169.6,167.7,220.3,275.4,160,218.1,243.2,151.5,188.5,204.8,151.5,188.5,204.8,198.3,275.9,318.8,323.5,391.8,405.4
9/2/2022,130.1,152.1,168.5,162.8,218.1,274.2,154,214.2,240.9,145.3,184.6,203.5,145.3,184.6,203.5,191.4,270.7,330.4,312,383.1,400.9
9/5/2022,134.9,156,170.3,167.7,224.2,277.4,159,220,244,149.4,188.9,205,149.4,188.9,205,197.5,276.5,334.2,322.4,393.5,408.1
9/6/2022,140.9,163.4,175.3,172.3,227.5,277.5,165,225.9,248.3,155.3,195.6,209.6,155.3,195.6,209.6,201.7,281.5,335.8,326.9,398,410.4
9/7/2022,136.8,157.3,167.3,167.7,219.6,269.2,160,219.4,239.1,149.8,188.3,201.2,149.8,188.3,201.2,195.5,272.8,327,316.5,385.7,400.9
9/8/2022,154.8,171.2,177.2,184.9,231.2,275,177,231.3,246.3,166.5,201.5,209.2,166.5,201.5,209.2,210.4,283.4,333.6,330.1,396.4,407.6
9/9/2022,153.2,169.4,180.3,187.5,234.4,281.8,175,229.6,248.6,163.8,199,211.7,163.8,199,211.7,212,284.9,337.5,334.2,401.1,412
9/12/2022,148.8,165,174.5,181.3,229.6,277.7,174,225.1,242.9,160.3,195.2,206.3,160.3,195.2,206.3,206.5,279.3,332.2,330.2,395.6,406.5
9/13/2022,157.4,172.6,179.3,187.2,234.2,280.9,183,233.3,249.8,170.5,203.4,210.4,170.5,203.4,210.4,215.8,285.2,335.8,335.3,399,407
9/14/2022,157.3,171.2,174.7,188.8,231.8,274.7,183,232.7,246.1,171.3,202.5,205.3,171.3,202.5,205.3,217.9,285.5,332.4,339.1,399.2,403.8
9/15/2022,165.2,176.6,175.5,196.3,235.6,274.1,192,238.5,247.3,177.9,206.9,203.9,177.9,206.9,203.9,226.5,291.8,336,346.1,404.7,407.3
9/16/2022,164.1,175.4,176,195.7,233.8,273.4,188,235.6,249.6,176.6,205.3,205.2,176.6,205.3,205.2,227.1,290.4,336.2,345.4,402.4,404.3
9/19/2022,170.1,180.2,180.4,201.4,238.8,277.5,198,240.1,252.7,183.4,211.1,209.8,183.4,211.1,209.8,232.2,294.2,340.7,349.8,408.2,408.1
9/20/2022,181.9,192.3,191.8,213.5,251,288.8,211,251.3,261.2,196.8,222.7,220.7,196.8,222.7,220.7,244.5,306.4,351.6,360.5,418.4,416.3
9/21/2022,183.3,188.9,183.2,213.1,248.2,281,214,248.9,254.4,198.5,219.4,211.9,198.5,219.4,211.9,244.5,302.1,344.6,360.5,412.5,409.5
9/22/2022,193.2,196.1,186.6,223.4,256.3,283.1,223,255.8,256.5,206.7,226.9,214.9,206.7,226.9,214.9,253.5,307.7,345,364,416.1,409
9/23/2022,201.3,202,186.8,231,263.9,283.6,234,261.7,256.9,214.9,233.1,216.4,214.9,233.1,216.4,264.3,316.9,348.3,385.1,433.1,414.3
9/26/2022,209,211.1,193.7,239.5,275.5,291.5,242,272.4,265.6,220.7,242.4,221.8,220.7,242.4,221.8,275.4,328.8,355.1,404.8,455,430.4
9/27/2022,216.4,222.6,208.4,248.9,287.6,304.8,252,284.3,278.2,230.6,254.1,235.2,230.6,254.1,235.2,285.4,342.6,372.1,422.1,474.3,450.4
9/28/2022,202,211.5,201.2,236.1,276.3,297.9,237,275.9,270.5,214.8,242.4,235.5,214.8,242.4,235.5,269.6,329.1,363.3,395.3,451.7,428.8
9/29/2022,202.4,217.8,215,238.1,284.8,313.8,236,283.8,288.5,216.1,249.2,248.6,216.1,249.2,248.6,271.7,336.3,375.6,402.6,464.5,444.3
9/30/2022,195.9,210.5,208.5,231.5,276.7,307.2,230,280.5,287,210.3,242,242.6,210.3,242,242.6,262.3,328.1,369.9,388.8,450.8,432.9
10/3/2022,176.3,191.3,191.4,212.2,256.3,288.1,211,261.4,267.3,191.1,223.6,225.7,191.1,223.6,225.7,242.1,306.9,351.2,362.7,423.5,413.3
10/4/2022,170,186.7,189.9,205,251.2,287.4,205,253.8,263.4,184.9,218.2,223.9,184.9,218.2,223.9,235.6,302.2,349.7,353.1,417,410
10/5/2022,186.5,202.9,202.3,221.1,268.7,302.3,220,269.9,274.8,202.1,234.8,235.8,202.1,234.8,235.8,252.2,323.4,369.6,380.8,446.4,437.2
10/6/2022,194.4,208.2,203.4,227.4,273.2,302.8,229,275,276.4,207.9,239.8,236.9,207.9,239.8,236.9,259.1,327.5,368.8,389.8,450.9,439.3
10/7/2022,203.5,219.1,213.2,237.8,284.7,313.4,238,287.8,287,217.1,251.2,247.1,217.1,251.2,247.1,271.5,340.4,380.4,411.4,469.6,456.5
10/10/2022,212.5,233.7,231.7,246.2,296.1,327.7,247,302.6,307.3,226.5,266.1,265.4,226.5,266.1,265.4,275.1,347.4,388.8,395,462.7,451.8
10/11/2022,205.4,229.4,229,242.5,293.3,327.6,241,302,305,219.8,262.2,264.2,219.8,262.2,264.2,268.4,345.7,388.2,399.1,466.8,456.2
10/12/2022,204.1,230.9,234.6,243,296.6,335.2,241,302.7,310.3,218.8,263.9,271.7,218.8,263.9,271.7,269.3,348.5,398.2,401.8,472.8,468.8
10/13/2022,207,228.1,229.1,244.4,293.3,329.1,244,297.6,305.2,222.2,260.8,265.7,222.2,260.8,265.7,270.3,344.2,389.6,400.1,467,457.8
10/14/2022,210.9,234.3,238.9,251.1,299.9,342.7,251,305.4,317.4,228.6,267.1,276.5,228.6,267.1,276.5,278.1,350.9,400.2,408.7,478.4,473.8
10/17/2022,207.4,226.6,228.7,246.2,291.5,333.6,247,298.3,307.5,225.2,258.6,267.5,225.2,258.6,267.5,276.5,342.1,391.5,400.8,465.1,461.5
10/18/2022,208,228.1,231.4,246.1,292.2,334.4,249,299,310.1,225.6,259.7,269.7,225.6,259.7,269.7,277.6,342.5,392.3,402.7,468.4,465.2
10/19/2022,220.4,237.1,233.7,257.6,301.3,336.4,268,309.1,312.3,237.9,269.5,271.9,237.9,269.5,271.9,288.3,351.8,395.8,413.1,476.4,467.8
